pxd	run	source_parquet	tissue	confidence	tissue_2	confidence_2	tissue_3	confidence_3	tissue_4	confidence_4	tissue_5	confidence_5
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC3_74_061524	sample_nsaf_matrix.parquet	Bone marrow	0.1752	Lung	0.0954	Testis	0.084	Brain	0.0472	Spleen	0.0459
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC3_75_061524	sample_nsaf_matrix.parquet	Bone marrow	0.1794	Lung	0.0926	Testis	0.0735	Monocytes	0.0513	Brain	0.0504
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC3_76_061524	sample_nsaf_matrix.parquet	Bone marrow	0.1748	Testis	0.0923	Lung	0.0909	Monocytes	0.0501	Brain	0.0451
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC3_77_061524	sample_nsaf_matrix.parquet	Bone marrow	0.1623	Testis	0.1014	Lung	0.093	Monocytes	0.0568	Brain	0.0492
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC3_78_061524	sample_nsaf_matrix.parquet	Bone marrow	0.1566	Testis	0.0936	Lung	0.0811	Kidney	0.0687	Brain	0.0458
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC3_79_061524	sample_nsaf_matrix.parquet	Bone marrow	0.1685	Lung	0.0909	Testis	0.0819	Brain	0.0542	Monocytes	0.0534
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC3_7_061324	sample_nsaf_matrix.parquet	Bone marrow	0.1443	Testis	0.0993	Lung	0.0886	Monocytes	0.0559	Brain	0.0549
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC3_80_061524	sample_nsaf_matrix.parquet	Bone marrow	0.1687	Testis	0.0968	Lung	0.0903	Monocytes	0.0503	Brain	0.0446
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC3_81_061624	sample_nsaf_matrix.parquet	Bone marrow	0.1634	Testis	0.0983	Lung	0.0941	Monocytes	0.0556	Brain	0.052
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC3_82_061624	sample_nsaf_matrix.parquet	Bone marrow	0.1837	Lung	0.0907	Testis	0.0762	Monocytes	0.0511	Brain	0.0448
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC3_84_061624	sample_nsaf_matrix.parquet	Bone marrow	0.1463	Testis	0.1001	Lung	0.089	Monocytes	0.0714	Brain	0.0507
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC3_85_061624	sample_nsaf_matrix.parquet	Bone marrow	0.1737	Lung	0.0927	Testis	0.0882	Brain	0.0467	Spleen	0.0442
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC3_86_061624	sample_nsaf_matrix.parquet	Bone marrow	0.17	Lung	0.0914	Testis	0.089	Monocytes	0.0466	Kidney	0.0434
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC3_87_061624	sample_nsaf_matrix.parquet	Bone marrow	0.1857	Lung	0.0954	Testis	0.0817	Brain	0.0472	Spleen	0.0443
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC3_88_061624	sample_nsaf_matrix.parquet	Bone marrow	0.1599	Lung	0.0959	Testis	0.0931	Brain	0.0504	Spleen	0.0435
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC3_89_061624	sample_nsaf_matrix.parquet	Bone marrow	0.1545	Testis	0.1069	Lung	0.0916	Brain	0.0518	Monocytes	0.0511
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC3_90_061624	sample_nsaf_matrix.parquet	Bone marrow	0.1805	Lung	0.0954	Testis	0.084	Brain	0.0472	Spleen	0.0459
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC3_95_061624	sample_nsaf_matrix.parquet	Bone marrow	0.1703	Salivary gland	0.0882	Lung	0.0821	Testis	0.0738	Monocytes	0.0507
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC3_96_061624	sample_nsaf_matrix.parquet	Bone marrow	0.1481	Testis	0.1095	Lung	0.0878	Monocytes	0.056	Brain	0.0515
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC3_97_061624	sample_nsaf_matrix.parquet	Bone marrow	0.1635	Testis	0.0983	Lung	0.0896	Monocytes	0.0508	Brain	0.0454
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC3_98_061624	sample_nsaf_matrix.parquet	Bone marrow	0.1631	Testis	0.0982	Lung	0.0963	Brain	0.0504	Monocytes	0.0503
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC3_99_061624	sample_nsaf_matrix.parquet	Bone marrow	0.1643	Lung	0.0951	Testis	0.0947	Monocytes	0.056	Brain	0.0483
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1003_031724	sample_nsaf_matrix.parquet	Bone marrow	0.1583	Lung	0.0938	Testis	0.085	Monocytes	0.0559	Brain	0.0443
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1004_031724	sample_nsaf_matrix.parquet	Bone marrow	0.1538	Monocytes	0.0811	Lung	0.0779	Kidney	0.0686	Testis	0.0661
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1005_031724	sample_nsaf_matrix.parquet	Bone marrow	0.1917	Lung	0.0933	Testis	0.0761	Monocytes	0.0569	Brain	0.0439
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1009_031724	sample_nsaf_matrix.parquet	Bone marrow	0.1941	Lung	0.0923	Testis	0.0707	Brain	0.0503	Monocytes	0.0487
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_100_013024	sample_nsaf_matrix.parquet	Bone marrow	0.1352	Testis	0.1109	Ovary	0.1024	Lung	0.0806	Monocytes	0.0564
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1010_031724	sample_nsaf_matrix.parquet	Bone marrow	0.1512	Testis	0.1027	Lung	0.0884	Monocytes	0.0627	Brain	0.0476
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1012_031824	sample_nsaf_matrix.parquet	Bone marrow	0.1763	Lung	0.0848	Kidney	0.0699	Testis	0.0686	Brain	0.0503
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1014_031824	sample_nsaf_matrix.parquet	Bone marrow	0.1847	Lung	0.0919	Testis	0.0763	Brain	0.055	Monocytes	0.0482
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1016_031824	sample_nsaf_matrix.parquet	Bone marrow	0.1785	Lung	0.0882	Testis	0.079	Monocytes	0.0657	Kidney	0.0464
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1019_031824	sample_nsaf_matrix.parquet	Bone marrow	0.2068	Lung	0.0938	Testis	0.0673	Brain	0.0465	Monocytes	0.041
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1022_031824	sample_nsaf_matrix.parquet	Bone marrow	0.1667	Testis	0.0868	Lung	0.086	Monocytes	0.0668	Kidney	0.0489
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1025_031824	sample_nsaf_matrix.parquet	Bone marrow	0.1877	Lung	0.0892	Testis	0.0611	Monocytes	0.0505	Brain	0.0459
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1026_031824	sample_nsaf_matrix.parquet	Bone marrow	0.1448	Lung	0.0945	Monocytes	0.0918	Testis	0.0804	Brain	0.0527
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1027_031824	sample_nsaf_matrix.parquet	Bone marrow	0.2015	Lung	0.0931	Testis	0.0699	Monocytes	0.0516	Brain	0.0459
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1028_031824	sample_nsaf_matrix.parquet	Bone marrow	0.2015	Lung	0.0938	Testis	0.07	Brain	0.0465	Spleen	0.0415
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1034_031824	sample_nsaf_matrix.parquet	Bone marrow	0.1309	Lung	0.0832	Kidney	0.0811	Testis	0.0745	Monocytes	0.0619
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1035_031824	sample_nsaf_matrix.parquet	Bone marrow	0.1938	Lung	0.0883	Testis	0.0728	Monocytes	0.0509	Brain	0.0441
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1036_031824	sample_nsaf_matrix.parquet	Bone marrow	0.1313	Monocytes	0.0972	Lung	0.0877	Testis	0.0849	Brain	0.0511
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1037_031824	sample_nsaf_matrix.parquet	Bone marrow	0.14	Testis	0.0982	Monocytes	0.0854	Kidney	0.0763	Lung	0.0692
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1038_031824	sample_nsaf_matrix.parquet	Bone marrow	0.1909	Lung	0.091	Testis	0.071	Monocytes	0.0516	Brain	0.0487
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1039_031824	sample_nsaf_matrix.parquet	Bone marrow	0.1552	Lung	0.0851	Testis	0.074	Kidney	0.0737	Monocytes	0.0708
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_103_020124	sample_nsaf_matrix.parquet	Bone marrow	0.1755	Lung	0.0917	Testis	0.0737	Monocytes	0.0569	Brain	0.0504
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1040_031824	sample_nsaf_matrix.parquet	Bone marrow	0.1847	Lung	0.0937	Testis	0.0711	Monocytes	0.0596	Brain	0.0505
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1041_031824	sample_nsaf_matrix.parquet	Bone marrow	0.1591	Lung	0.0903	Testis	0.0799	Monocytes	0.0681	Brain	0.048
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1045_031824	sample_nsaf_matrix.parquet	Bone marrow	0.212	Lung	0.0929	Testis	0.0734	Brain	0.0465	Spleen	0.0443
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1046_031824	sample_nsaf_matrix.parquet	Bone marrow	0.1379	Monocytes	0.089	Lung	0.0816	Testis	0.0816	Kidney	0.0712
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1048_031824	sample_nsaf_matrix.parquet	Bone marrow	0.2015	Lung	0.0938	Testis	0.0752	Brain	0.0459	Spleen	0.0452
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1049_031824	sample_nsaf_matrix.parquet	Bone marrow	0.1658	Lung	0.0867	Kidney	0.0699	Testis	0.0636	Brain	0.0514
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_104_020124	sample_nsaf_matrix.parquet	Bone marrow	0.1637	Lung	0.0914	Monocytes	0.0781	Testis	0.0664	Brain	0.0508
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1055_032024	sample_nsaf_matrix.parquet	Bone marrow	0.1589	Lung	0.0795	Kidney	0.0778	Testis	0.0746	Monocytes	0.0699
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1056_032024	sample_nsaf_matrix.parquet	Bone marrow	0.1749	Testis	0.0854	Lung	0.0852	Monocytes	0.067	Kidney	0.0513
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1057_032024	sample_nsaf_matrix.parquet	Bone marrow	0.1615	Testis	0.0941	Lung	0.0798	Kidney	0.0683	Monocytes	0.0566
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_105_020124	sample_nsaf_matrix.parquet	Bone marrow	0.1699	Lung	0.0948	Testis	0.0773	Brain	0.0512	Spleen	0.0464
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1060_032024	sample_nsaf_matrix.parquet	Bone marrow	0.1963	Lung	0.0912	Testis	0.0722	Brain	0.0472	Monocytes	0.0469
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1064_032024	sample_nsaf_matrix.parquet	Bone marrow	0.1518	Lung	0.0941	Testis	0.0825	Monocytes	0.0542	Brain	0.0485
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1065_032024	sample_nsaf_matrix.parquet	Bone marrow	0.2068	Lung	0.0938	Testis	0.062	Brain	0.0465	Monocytes	0.041
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1068_032024	sample_nsaf_matrix.parquet	Bone marrow	0.1838	Lung	0.0942	Testis	0.0766	Monocytes	0.0517	Brain	0.046
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1069_032024	sample_nsaf_matrix.parquet	Bone marrow	0.149	Lung	0.0849	Testis	0.0758	Monocytes	0.0691	Kidney	0.0673
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1070_032024	sample_nsaf_matrix.parquet	Bone marrow	0.191	Lung	0.0912	Testis	0.0811	Monocytes	0.0597	Brain	0.047
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1071_032024	sample_nsaf_matrix.parquet	Bone marrow	0.1507	Lung	0.0853	Kidney	0.0776	Testis	0.0718	Spleen	0.0436
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1073_032024	sample_nsaf_matrix.parquet	Bone marrow	0.2015	Lung	0.0931	Testis	0.0731	Brain	0.0459	Monocytes	0.0444
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1074_032024	sample_nsaf_matrix.parquet	Bone marrow	0.183	Lung	0.0881	Testis	0.071	Monocytes	0.0622	Kidney	0.0474
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1076_032024	sample_nsaf_matrix.parquet	Bone marrow	0.1909	Lung	0.091	Testis	0.0798	Monocytes	0.0569	Brain	0.0485
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1079_032024	sample_nsaf_matrix.parquet	Bone marrow	0.1757	Lung	0.0848	Testis	0.0767	Kidney	0.0685	Monocytes	0.0516
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_107_020124	sample_nsaf_matrix.parquet	Bone marrow	0.1627	Testis	0.1055	Lung	0.0939	Spleen	0.0446	Brain	0.0434
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1080_032024	sample_nsaf_matrix.parquet	Bone marrow	0.1762	Lung	0.0877	Monocytes	0.0725	Testis	0.0694	Kidney	0.0507
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1085_032024	sample_nsaf_matrix.parquet	Bone marrow	0.2015	Lung	0.0938	Testis	0.0761	Brain	0.0465	Spleen	0.0459
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1086_032024	sample_nsaf_matrix.parquet	Bone marrow	0.1483	Lung	0.0844	Kidney	0.0842	Monocytes	0.0732	Testis	0.0702
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1087_032024	sample_nsaf_matrix.parquet	Bone marrow	0.1572	Monocytes	0.0768	Lung	0.0761	Testis	0.0761	Kidney	0.0754
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_108_020124	sample_nsaf_matrix.parquet	Bone marrow	0.1718	Lung	0.0916	Testis	0.0812	Monocytes	0.0673	Brain	0.0508
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1094_032124	sample_nsaf_matrix.parquet	Bone marrow	0.1773	Lung	0.0916	Testis	0.0805	Monocytes	0.066	Brain	0.0478
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1096_032124	sample_nsaf_matrix.parquet	Bone marrow	0.2173	Lung	0.0929	Testis	0.0681	Brain	0.0465	Spleen	0.0443
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1099_032124	sample_nsaf_matrix.parquet	Bone marrow	0.1996	Monocytes	0.1364	Lung	0.0799	Testis	0.0634	Kidney	0.0603
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1100_032124	sample_nsaf_matrix.parquet	Bone marrow	0.1755	Testis	0.0821	Lung	0.0796	Monocytes	0.0762	Brain	0.0467
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1103_032124	sample_nsaf_matrix.parquet	Bone marrow	0.2068	Lung	0.0929	Testis	0.0725	Brain	0.0518	Spleen	0.0415
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1107_032124	sample_nsaf_matrix.parquet	Bone marrow	0.1452	Lung	0.0969	Testis	0.0765	Monocytes	0.0648	Brain	0.0449
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1108_032124	sample_nsaf_matrix.parquet	Bone marrow	0.1534	Lung	0.0797	Testis	0.076	Kidney	0.0718	Monocytes	0.0588
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_110_020124	sample_nsaf_matrix.parquet	Bone marrow	0.1622	Lung	0.0858	Testis	0.0726	Kidney	0.0623	Monocytes	0.051
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1110_032124	sample_nsaf_matrix.parquet	Bone marrow	0.1431	Monocytes	0.0905	Lung	0.082	Testis	0.0718	Kidney	0.055
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1111_032124	sample_nsaf_matrix.parquet	Bone marrow	0.1804	Lung	0.0919	Testis	0.0802	Monocytes	0.0569	Brain	0.0485
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1112_032124	sample_nsaf_matrix.parquet	Bone marrow	0.172	Lung	0.0876	Testis	0.0711	Kidney	0.0676	Monocytes	0.0615
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1116_032124	sample_nsaf_matrix.parquet	Bone marrow	0.1569	Lung	0.0928	Testis	0.0771	Monocytes	0.0719	Brain	0.0454
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1117_032124	sample_nsaf_matrix.parquet	Bone marrow	0.1804	Lung	0.0893	Testis	0.0761	Monocytes	0.0656	Kidney	0.0472
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1118_032124	sample_nsaf_matrix.parquet	Bone marrow	0.1987	Lung	0.0877	Testis	0.0698	Monocytes	0.0563	Brain	0.0494
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_111_020124	sample_nsaf_matrix.parquet	Bone marrow	0.1465	Lung	0.0872	Testis	0.0791	Kidney	0.0664	Monocytes	0.0594
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1121_032124	sample_nsaf_matrix.parquet	Bone marrow	0.1237	Monocytes	0.098	Testis	0.0814	Lung	0.0772	Kidney	0.0679
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1125_032124	sample_nsaf_matrix.parquet	Bone marrow	0.1585	Lung	0.0889	Testis	0.0712	Monocytes	0.0567	Brain	0.0514
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1126_032124	sample_nsaf_matrix.parquet	Bone marrow	0.1949	Lung	0.0908	Testis	0.0703	Kidney	0.0457	Spleen	0.0457
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1128_032124	sample_nsaf_matrix.parquet	Bone marrow	0.1258	Testis	0.1144	Lung	0.0751	Kidney	0.0743	Monocytes	0.0554
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1129_032124	sample_nsaf_matrix.parquet	Bone marrow	0.1865	Lung	0.0924	Testis	0.0707	Monocytes	0.0622	Brain	0.0485
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1130_032124	sample_nsaf_matrix.parquet	Bone marrow	0.1612	Monocytes	0.093	Lung	0.087	Testis	0.075	Brain	0.0427
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1132_032224	sample_nsaf_matrix.parquet	Bone marrow	0.1857	Lung	0.0956	Testis	0.0786	Monocytes	0.0538	Brain	0.0498
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1140_032224	sample_nsaf_matrix.parquet	Bone marrow	0.1802	Lung	0.0931	Testis	0.0769	Monocytes	0.0553	Brain	0.0493
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1141_032224	sample_nsaf_matrix.parquet	Bone marrow	0.1656	Lung	0.081	Monocytes	0.0766	Kidney	0.0725	Testis	0.065
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_1144_032224	sample_nsaf_matrix.parquet	Bone marrow	0.1776	Testis	0.0891	Lung	0.0868	Monocytes	0.0668	Brain	0.0428
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_117_020124	sample_nsaf_matrix.parquet	Bone marrow	0.1368	Testis	0.0881	Lung	0.0854	Monocytes	0.0668	Kidney	0.0583
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_11_012624	sample_nsaf_matrix.parquet	Bone marrow	0.1603	Lung	0.0847	Testis	0.0758	Kidney	0.0703	Monocytes	0.0568
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_122_020124	sample_nsaf_matrix.parquet	Bone marrow	0.1454	Lung	0.0862	Testis	0.075	Kidney	0.0695	Monocytes	0.0653
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_123_020124	sample_nsaf_matrix.parquet	Bone marrow	0.1847	Lung	0.0926	Testis	0.0735	Monocytes	0.0513	Brain	0.0504
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_124_020124	sample_nsaf_matrix.parquet	Bone marrow	0.1396	Testis	0.0874	Lung	0.0854	Kidney	0.077	Monocytes	0.0712
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_127_020124	sample_nsaf_matrix.parquet	Bone marrow	0.1669	Lung	0.0938	Testis	0.088	Monocytes	0.0621	Brain	0.0455
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_128_020124	sample_nsaf_matrix.parquet	Bone marrow	0.1672	Lung	0.0864	Testis	0.0746	Kidney	0.0623	Monocytes	0.0579
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_129_020124	sample_nsaf_matrix.parquet	Bone marrow	0.1628	Lung	0.0956	Testis	0.0781	Monocytes	0.0523	Brain	0.051
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_12_012624	sample_nsaf_matrix.parquet	Bone marrow	0.1726	Testis	0.091	Lung	0.0896	Monocytes	0.0624	Brain	0.0476
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_130_020124	sample_nsaf_matrix.parquet	Bone marrow	0.1847	Lung	0.0919	Testis	0.0735	Monocytes	0.051	Brain	0.0497
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_131_020124	sample_nsaf_matrix.parquet	Bone marrow	0.1464	Testis	0.0846	Lung	0.0768	Monocytes	0.0699	Kidney	0.0664
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_132_020124	sample_nsaf_matrix.parquet	Bone marrow	0.1689	Lung	0.096	Testis	0.0747	Monocytes	0.0569	Brain	0.0461
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_133_020124	sample_nsaf_matrix.parquet	Bone marrow	0.1317	Testis	0.0869	Lung	0.0839	Kidney	0.0718	Monocytes	0.0688
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_135_020124	sample_nsaf_matrix.parquet	Bone marrow	0.1553	Lung	0.0935	Testis	0.0786	Monocytes	0.062	Brain	0.0503
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_137_020124	sample_nsaf_matrix.parquet	Bone marrow	0.1092	Monocytes	0.0853	Lung	0.0839	Kidney	0.0777	Testis	0.0739
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_140_020124	sample_nsaf_matrix.parquet	Bone marrow	0.1401	Lung	0.0836	Testis	0.0807	Monocytes	0.0799	Kidney	0.0736
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_141_020224	sample_nsaf_matrix.parquet	Bone marrow	0.1536	Lung	0.0848	Testis	0.0825	Monocytes	0.0718	Kidney	0.0608
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_143_020224	sample_nsaf_matrix.parquet	Testis	0.1288	Bone marrow	0.116	Lung	0.0777	Monocytes	0.0713	Kidney	0.0692
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_144_020224	sample_nsaf_matrix.parquet	Bone marrow	0.1745	Lung	0.0922	Testis	0.0841	Monocytes	0.051	Brain	0.0445
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_145_020224	sample_nsaf_matrix.parquet	Bone marrow	0.1394	Testis	0.0968	Lung	0.0811	Monocytes	0.0789	Kidney	0.063
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_146_020224	sample_nsaf_matrix.parquet	Bone marrow	0.1672	Lung	0.0912	Testis	0.0857	Monocytes	0.0662	Brain	0.0506
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_147_020224	sample_nsaf_matrix.parquet	Bone marrow	0.1492	Lung	0.0834	Kidney	0.0808	Testis	0.0788	Monocytes	0.0512
PXD071075	/public/conode53/AIRFLOW/temp/PXD071075/diann/Evosep_WLBSC_149_020224	sample_nsaf_matrix.parquet	Bone marrow	0.1625	Lung	0.0909	Testis	0.0819	Monocytes	0.0594	Brain	0.0559
