pxd	run	source_parquet	tissue	confidence	tissue_2	confidence_2	tissue_3	confidence_3	tissue_4	confidence_4	tissue_5	confidence_5
PXD000013	VELOS02_01177	sample_nsaf_matrix.parquet	Bone marrow	0.1666	Spleen	0.089	Lung	0.0883	Monocytes	0.0674	Testis	0.0627
PXD000013	VELOS02_01178	sample_nsaf_matrix.parquet	Bone marrow	0.1877	Spleen	0.1001	Lung	0.0794	Monocytes	0.0661	Testis	0.0599
PXD000013	VELOS02_01179	sample_nsaf_matrix.parquet	Bone marrow	0.1719	Spleen	0.0945	Lung	0.0841	Testis	0.0676	Monocytes	0.0668
PXD000013	VELOS02_01180	sample_nsaf_matrix.parquet	Bone marrow	0.1963	Spleen	0.0888	Lung	0.0793	Monocytes	0.0656	Testis	0.0611
PXD000013	VELOS02_01182	sample_nsaf_matrix.parquet	Bone marrow	0.1708	Spleen	0.0948	Lung	0.0867	Monocytes	0.0678	Testis	0.0652
PXD000013	VELOS02_01184	sample_nsaf_matrix.parquet	Bone marrow	0.1807	Spleen	0.1006	Lung	0.0832	Monocytes	0.0754	Testis	0.0645
PXD000013	Velos02_02798	sample_nsaf_matrix.parquet	Bone marrow	0.1504	Lung	0.0902	Testis	0.075	Liver	0.0636	Monocytes	0.0512
PXD000013	velos004195	sample_nsaf_matrix.parquet	Spleen	0.1551	Monocytes	0.1465	Bone marrow	0.123	Lung	0.0642	Testis	0.0592
PXD000218	b1006p34_C2_gfp1	sample_nsaf_matrix.parquet	Bone marrow	0.1107	Kidney	0.0985	Monocytes	0.0973	Lung	0.0868	Testis	0.0701
PXD000218	b1006p34_C4_gfp3	sample_nsaf_matrix.parquet	Bone marrow	0.116	Ovary	0.093	Lung	0.0855	Heart	0.0748	Testis	0.0591
PXD000218	b1006p34_C5_gfp4	sample_nsaf_matrix.parquet	Bone marrow	0.1265	Lung	0.0775	Ovary	0.074	Monocytes	0.0728	Testis	0.0653
PXD000218	b1006p34_C6_gfp5	sample_nsaf_matrix.parquet	Bone marrow	0.1619	Lung	0.1019	Testis	0.0659	Kidney	0.0614	Monocytes	0.0496
PXD000218	b1006p34_CAL101_1	sample_nsaf_matrix.parquet	Bone marrow	0.1194	Lung	0.0846	Testis	0.0724	Kidney	0.0715	Ovary	0.0603
PXD000218	b1006p34_CAL101_2_gfp1	sample_nsaf_matrix.parquet	Bone marrow	0.1387	Monocytes	0.1041	Kidney	0.093	Lung	0.0911	Testis	0.0686
PXD000218	b1006p34_CAL101_4_gfp3	sample_nsaf_matrix.parquet	Bone marrow	0.1357	Testis	0.0877	Lung	0.0856	Monocytes	0.0818	Kidney	0.0567
PXD000218	b1006p34_CAL101_6_gfp5	sample_nsaf_matrix.parquet	Bone marrow	0.1834	Lung	0.0827	Appendix	0.0633	Testis	0.0604	Ovary	0.0541
PXD000218	b1006p34_GDC0941_1	sample_nsaf_matrix.parquet	Bone marrow	0.1137	Lung	0.0926	Testis	0.0825	Kidney	0.0672	Ovary	0.0642
PXD000218	b1006p34_GDC0941_2_gfp1	sample_nsaf_matrix.parquet	Bone marrow	0.1138	Lung	0.0916	Kidney	0.072	Testis	0.0708	Ovary	0.0521
PXD000218	b1006p34_GDC0941_3_gfp2	sample_nsaf_matrix.parquet	Bone marrow	0.1348	Lung	0.0687	Kidney	0.0624	Testis	0.0622	Appendix	0.0619
PXD000218	b1006p34_GDC0941_4_gfp3	sample_nsaf_matrix.parquet	Bone marrow	0.1226	Lung	0.1075	Testis	0.0718	Monocytes	0.0583	Ovary	0.058
PXD000218	b1006p34_GDC0941_5_gfp4	sample_nsaf_matrix.parquet	Bone marrow	0.1206	Monocytes	0.1094	Ovary	0.0745	Lung	0.0656	Kidney	0.0563
PXD000218	b1006p34_GDC0941_6_fgp5	sample_nsaf_matrix.parquet	Bone marrow	0.1562	Lung	0.0946	Testis	0.0601	Appendix	0.0518	Ovary	0.0477
PXD000218	b1006p35_C1	sample_nsaf_matrix.parquet	Bone marrow	0.1225	Monocytes	0.0973	Kidney	0.0862	Lung	0.0764	Testis	0.0699
PXD000218	b1006p35_C2_gfp1	sample_nsaf_matrix.parquet	Bone marrow	0.1324	Lung	0.0988	Testis	0.0889	Kidney	0.0837	Monocytes	0.0762
PXD000218	b1006p35_C3_gfp2	sample_nsaf_matrix.parquet	Bone marrow	0.114	Monocytes	0.0817	Testis	0.075	Lung	0.0694	Kidney	0.0608
PXD000218	b1006p35_C4_gfp3	sample_nsaf_matrix.parquet	Bone marrow	0.1507	Testis	0.1082	Monocytes	0.0868	Lung	0.0766	Kidney	0.0731
PXD000218	b1006p35_C5_gfp4	sample_nsaf_matrix.parquet	Bone marrow	0.1212	Monocytes	0.104	Lung	0.0952	Testis	0.081	Kidney	0.0694
PXD000218	b1006p35_C6_gfp5	sample_nsaf_matrix.parquet	Bone marrow	0.138	Lung	0.0842	Kidney	0.0807	Testis	0.0719	Monocytes	0.0716
PXD000218	b1006p35_CAL101_1	sample_nsaf_matrix.parquet	Bone marrow	0.1033	Monocytes	0.0948	Kidney	0.086	Testis	0.0796	Lung	0.0773
PXD000218	b1006p35_CAL101_2_gfp1	sample_nsaf_matrix.parquet	Bone marrow	0.1174	Lung	0.0976	Kidney	0.0899	Monocytes	0.0874	Testis	0.0796
PXD000218	b1006p35_CAL101_3_gfp2	sample_nsaf_matrix.parquet	Bone marrow	0.1098	Kidney	0.0795	Testis	0.0759	Monocytes	0.0726	Lung	0.0714
PXD000218	b1006p35_CAL101_4_gfp3	sample_nsaf_matrix.parquet	Bone marrow	0.1186	Kidney	0.0925	Monocytes	0.0859	Testis	0.0822	Lung	0.0809
PXD000218	b1006p35_CAL101_5_gfp4	sample_nsaf_matrix.parquet	Monocytes	0.1343	Bone marrow	0.0931	Lung	0.0823	Testis	0.0726	Kidney	0.0651
PXD000218	b1006p35_CAL101_6_gfp5	sample_nsaf_matrix.parquet	Bone marrow	0.1204	Lung	0.0894	Testis	0.0765	Kidney	0.0759	Monocytes	0.0754
PXD000218	b1006p35_GDC0941_1	sample_nsaf_matrix.parquet	Bone marrow	0.1264	Kidney	0.0937	Monocytes	0.0853	Testis	0.0778	Lung	0.0764
PXD000218	b1006p35_GDC0941_2_gfp1	sample_nsaf_matrix.parquet	Bone marrow	0.1234	Monocytes	0.1007	Lung	0.0999	Kidney	0.0864	Testis	0.0669
PXD000218	b1006p35_GDC0941_3_gfp2	sample_nsaf_matrix.parquet	Bone marrow	0.1099	Monocytes	0.0926	Kidney	0.0813	Lung	0.0764	Testis	0.069
PXD000218	b1006p35_GDC0941_4_gfp3	sample_nsaf_matrix.parquet	Bone marrow	0.1664	Monocytes	0.0972	Testis	0.0792	Lung	0.0659	Kidney	0.0657
PXD000218	b1006p35_GDC0941_5_gfp4	sample_nsaf_matrix.parquet	Monocytes	0.1223	Lung	0.0855	Bone marrow	0.0829	Testis	0.0675	Kidney	0.0649
PXD000218	b1006p35_GDC0941_6_fgp5	sample_nsaf_matrix.parquet	Bone marrow	0.1315	Lung	0.0877	Kidney	0.085	Monocytes	0.0703	Testis	0.0686
PXD000218	b1006p37_C1	sample_nsaf_matrix.parquet	Bone marrow	0.1897	Testis	0.0935	Lung	0.0652	Colon	0.0652	Monocytes	0.0552
PXD000218	b1006p37_C4_gfp3	sample_nsaf_matrix.parquet	Bone marrow	0.1983	Lung	0.0871	Testis	0.0742	Monocytes	0.0483	Brain	0.0462
PXD000218	b1006p37_C6	sample_nsaf_matrix.parquet	Bone marrow	0.2009	Testis	0.0824	Lung	0.0596	Kidney	0.0558	Stomach	0.052
PXD000218	b1006p37_CAL101_1	sample_nsaf_matrix.parquet	Bone marrow	0.1945	Lung	0.0737	Colon	0.0631	Testis	0.0542	Stomach	0.0525
PXD000218	b1006p37_CAL101_5_gfp4	sample_nsaf_matrix.parquet	Bone marrow	0.1825	Colon	0.0698	Testis	0.0698	Lung	0.0694	Stomach	0.0571
PXD000218	b1006p37_CAL101_6	sample_nsaf_matrix.parquet	Bone marrow	0.1871	Testis	0.0867	Lung	0.0715	Colon	0.0588	Stomach	0.0548
PXD000218	b1006p37_GDC0941_1	sample_nsaf_matrix.parquet	Bone marrow	0.1966	Lung	0.0817	Testis	0.0576	Monocytes	0.0565	Colon	0.0489
PXD000218	b1006p37_GDC0941_5_gfp4	sample_nsaf_matrix.parquet	Bone marrow	0.1422	Lung	0.0814	Testis	0.0625	Colon	0.0599	Stomach	0.0566
PXD000218	b1006p37_GDC0941_6	sample_nsaf_matrix.parquet	Bone marrow	0.2093	Lung	0.0914	Testis	0.0681	Kidney	0.0637	Monocytes	0.0582
PXD000218	b1006p42_C1	sample_nsaf_matrix.parquet	Bone marrow	0.168	Lung	0.092	Monocytes	0.0668	Testis	0.0653	Ovary	0.0562
PXD000218	b1006p42_C6	sample_nsaf_matrix.parquet	Bone marrow	0.1724	Lung	0.079	Testis	0.073	Colon	0.0632	Appendix	0.0505
PXD000218	b1006p42_CAL101_4_gfp3	sample_nsaf_matrix.parquet	Bone marrow	0.185	Lung	0.0907	Monocytes	0.0675	Testis	0.0633	Brain	0.0397
PXD000218	b1006p42_CAL101_5_gfp4	sample_nsaf_matrix.parquet	Bone marrow	0.1647	Colon	0.0735	Testis	0.0699	Lung	0.0672	Appendix	0.0455
PXD000218	b1006p42_CAL101_6	sample_nsaf_matrix.parquet	Bone marrow	0.1604	Lung	0.0772	Monocytes	0.0723	Testis	0.0649	Kidney	0.052
PXD000218	b1006p42_GDC0941_1	sample_nsaf_matrix.parquet	Bone marrow	0.116	Colon	0.0922	Ovary	0.0708	Appendix	0.0649	Stomach	0.054
PXD000218	b1006p42_GDC0941_5_gfp4	sample_nsaf_matrix.parquet	Bone marrow	0.1769	Stomach	0.0663	Lung	0.0646	Colon	0.0589	Testis	0.0583
PXD000218	b1006p42_GDC0941_6	sample_nsaf_matrix.parquet	Bone marrow	0.1379	Colon	0.0737	Lung	0.0695	Testis	0.064	Stomach	0.0629
PXD000412	R20111024_QE4_QC_COLLAB_078CALCG12FR2CPM01	sample_nsaf_matrix.parquet	Bone marrow	0.1715	Monocytes	0.1088	Salivary gland	0.1046	Testis	0.0595	Lung	0.057
PXD000412	R20111024_QE4_QC_COLLAB_079CALCG12PTCPM01	sample_nsaf_matrix.parquet	Bone marrow	0.2268	Monocytes	0.1136	Testis	0.0594	Salivary gland	0.0587	Lung	0.0574
PXD000412	R20111206_QE1_ChKe_COLLAB_082K-CALCFR2_01	sample_nsaf_matrix.parquet	Bone marrow	0.1552	Ovary	0.1304	Testis	0.0995	Lung	0.0777	Brain	0.0434
PXD000412	R20120217_06_Z31_ovicap_calc	sample_nsaf_matrix.parquet	Bone marrow	0.1769	Lung	0.0872	Testis	0.0819	Kidney	0.0477	Brain	0.0469
PXD000412	R20120217_07_Z33_cow_calc	sample_nsaf_matrix.parquet	Bone marrow	0.15	Lung	0.0951	Testis	0.0572	Smooth muscle	0.0489	Spleen	0.0468
PXD000412	R20120217_10_Z5_MAIR_calc	sample_nsaf_matrix.parquet	Salivary gland	0.4079	Bone marrow	0.1273	Lung	0.0551	Monocytes	0.0538	Testis	0.0358
PXD000412	R20120217_11_Z6_MAIR_calc	sample_nsaf_matrix.parquet	Bone marrow	0.1921	Salivary gland	0.1543	Monocytes	0.077	Lung	0.0687	Testis	0.0581
PXD000412	R20120217_12_Z7_NATR_calc	sample_nsaf_matrix.parquet	Bone marrow	0.2117	Salivary gland	0.1488	Monocytes	0.0895	Lung	0.075	Testis	0.0486
PXD000412	R20120330_14_Z34_N	sample_nsaf_matrix.parquet	Bone marrow	0.1636	Lung	0.0871	Testis	0.0849	Ovary	0.079	Brain	0.0516
PXD000412	R20120330_15_Z23_G12_root_2	sample_nsaf_matrix.parquet	Bone marrow	0.1378	Lung	0.0933	Testis	0.0786	Pituitary gland	0.0725	Monocytes	0.0434
PXD000412	R20120330_16_Z24_B17_root	sample_nsaf_matrix.parquet	Bone marrow	0.1574	Kidney	0.0827	Lung	0.0779	Testis	0.0689	Monocytes	0.0679
PXD000412	R20120330_18_Z25_B61_root	sample_nsaf_matrix.parquet	Bone marrow	0.1536	Lung	0.0912	Testis	0.0749	Smooth muscle	0.055	Colon	0.0398
PXD000412	R20120330_19_Z26_B78_root	sample_nsaf_matrix.parquet	Bone marrow	0.1365	Lung	0.0899	Testis	0.0826	Pituitary gland	0.0761	Smooth muscle	0.0502
PXD000412	R20120628_03_Z46_B61_repeat	sample_nsaf_matrix.parquet	Bone marrow	0.2115	Salivary gland	0.1422	Monocytes	0.1068	Lung	0.0636	Testis	0.0591
PXD000412	R20121213_05_Z29_B17_disdent	sample_nsaf_matrix.parquet	Bone marrow	0.1468	Lung	0.1011	Monocytes	0.0678	Testis	0.0568	Smooth muscle	0.0565
PXD000426	V14707_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr5_130610002205	sample_nsaf_matrix.parquet	Bone marrow	0.1947	Monocytes	0.1001	Lung	0.086	Testis	0.067	Spleen	0.0471
PXD000426	V14708_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr6_130610011337	sample_nsaf_matrix.parquet	Bone marrow	0.209	Lung	0.0813	Testis	0.0754	Monocytes	0.0737	Lymph node	0.0547
PXD000426	V14709_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr5_130610020453	sample_nsaf_matrix.parquet	Bone marrow	0.1951	Lung	0.0862	Monocytes	0.0786	Testis	0.0738	Lymph node	0.0501
PXD000426	V14710_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr6	sample_nsaf_matrix.parquet	Bone marrow	0.1791	Lymph node	0.119	Monocytes	0.0822	Testis	0.0775	Lung	0.0764
PXD000426	V14711_PolyASN_test_445_Jurkat_2ul_31-05-2013_LMA0_fr7	sample_nsaf_matrix.parquet	Bone marrow	0.206	Lung	0.1043	Testis	0.072	Monocytes	0.072	Lymph node	0.0383
PXD000426	V14712_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr8	sample_nsaf_matrix.parquet	Bone marrow	0.2485	Monocytes	0.0876	Lung	0.0775	Testis	0.0696	Lymph node	0.0484
PXD000426	V14713_PolyASN_test_361_Jurkat_2ul_31-05-2013_LMA0_fr7	sample_nsaf_matrix.parquet	Bone marrow	0.2084	Lung	0.0993	Testis	0.0745	Monocytes	0.0612	Lymph node	0.0376
PXD000426	V14714_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr8	sample_nsaf_matrix.parquet	Bone marrow	0.2527	Testis	0.069	Monocytes	0.069	Lung	0.0658	Kidney	0.0648
PXD000426	V14715_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr9	sample_nsaf_matrix.parquet	Bone marrow	0.2389	Monocytes	0.0758	Lung	0.0739	Testis	0.0676	Lymph node	0.0629
PXD000426	V14716_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr10	sample_nsaf_matrix.parquet	Bone marrow	0.1951	Monocytes	0.1241	Lung	0.0726	Testis	0.0714	Lymph node	0.0527
PXD000426	V14717_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr9	sample_nsaf_matrix.parquet	Bone marrow	0.2174	Lymph node	0.119	Monocytes	0.0791	Lung	0.0697	Testis	0.059
PXD000426	V14718_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr10	sample_nsaf_matrix.parquet	Bone marrow	0.2111	Monocytes	0.1059	Lung	0.0798	Testis	0.0766	Lymph node	0.0529
PXD000426	V14719_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr11	sample_nsaf_matrix.parquet	Bone marrow	0.1623	Monocytes	0.0947	Lung	0.0913	Testis	0.0814	Lymph node	0.0511
PXD000426	V14720_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr12_130610153425	sample_nsaf_matrix.parquet	Bone marrow	0.25	Monocytes	0.0902	Lung	0.077	Testis	0.0711	Spleen	0.0422
PXD000426	V14721_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr11_130610162550	sample_nsaf_matrix.parquet	Bone marrow	0.172	Lung	0.0882	Testis	0.0878	Monocytes	0.0829	Lymph node	0.0488
PXD000426	V14722_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr12	sample_nsaf_matrix.parquet	Bone marrow	0.2465	Lung	0.0793	Monocytes	0.0715	Testis	0.0704	Spleen	0.0424
PXD000426	V14723_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr13	sample_nsaf_matrix.parquet	Bone marrow	0.2016	Monocytes	0.1051	Kidney	0.0967	Lung	0.0891	Testis	0.0509
PXD000426	V14724_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr14	sample_nsaf_matrix.parquet	Bone marrow	0.1901	Lung	0.1	Monocytes	0.0842	Testis	0.0814	Spleen	0.041
PXD000426	V14725_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr13	sample_nsaf_matrix.parquet	Bone marrow	0.1907	Monocytes	0.1269	Kidney	0.086	Lung	0.0815	Testis	0.0581
PXD000426	V14726_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr14	sample_nsaf_matrix.parquet	Bone marrow	0.1844	Lung	0.0939	Monocytes	0.0899	Testis	0.081	Spleen	0.04
PXD000426	V14727_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr15	sample_nsaf_matrix.parquet	Bone marrow	0.1812	Lung	0.1005	Monocytes	0.0848	Testis	0.0722	Lymph node	0.0476
PXD000426	V14728_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr16	sample_nsaf_matrix.parquet	Bone marrow	0.2424	Monocytes	0.0888	Lung	0.0712	Testis	0.0545	Spleen	0.052
PXD000426	V14729_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr15	sample_nsaf_matrix.parquet	Bone marrow	0.1968	Lung	0.0955	Monocytes	0.0819	Testis	0.0633	Lymph node	0.0479
PXD000426	V14730_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr16	sample_nsaf_matrix.parquet	Bone marrow	0.1622	Lung	0.0981	Monocytes	0.0972	Testis	0.0743	Lymph node	0.0468
PXD000426	V14731_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr17	sample_nsaf_matrix.parquet	Bone marrow	0.2281	Lymph node	0.1282	Monocytes	0.087	Lung	0.0706	Testis	0.0554
PXD000426	V14732_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr18	sample_nsaf_matrix.parquet	Bone marrow	0.192	Lymph node	0.1392	Lung	0.0764	Spleen	0.0542	Testis	0.0527
PXD000426	V14733_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr17	sample_nsaf_matrix.parquet	Bone marrow	0.2268	Lymph node	0.1282	Monocytes	0.0861	Lung	0.0767	Testis	0.0612
PXD000426	V14734_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr18	sample_nsaf_matrix.parquet	Bone marrow	0.2249	Lymph node	0.1176	Lung	0.0693	Monocytes	0.0683	Testis	0.0562
PXD000426	V14735_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr19	sample_nsaf_matrix.parquet	Bone marrow	0.2262	Monocytes	0.099	Lymph node	0.0772	Lung	0.0717	Testis	0.0649
PXD000426	V14736_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr20	sample_nsaf_matrix.parquet	Bone marrow	0.1782	Monocytes	0.0958	Testis	0.083	Lung	0.0822	Lymph node	0.0598
PXD000426	V14737_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr19	sample_nsaf_matrix.parquet	Bone marrow	0.2262	Monocytes	0.0881	Lymph node	0.0702	Lung	0.0694	Testis	0.0598
PXD000426	V14738_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr20	sample_nsaf_matrix.parquet	Bone marrow	0.1476	Lymph node	0.1158	Monocytes	0.092	Lung	0.0821	Testis	0.0768
PXD000426	V14783_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr2	sample_nsaf_matrix.parquet	Bone marrow	0.2304	Monocytes	0.1013	Lung	0.0774	Testis	0.054	Spleen	0.0419
PXD000426	V14785_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr2	sample_nsaf_matrix.parquet	Bone marrow	0.2301	Monocytes	0.1025	Lung	0.0836	Testis	0.0662	Spleen	0.0413
PXD000426	V14786_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr3	sample_nsaf_matrix.parquet	Bone marrow	0.1868	Lymph node	0.1272	Monocytes	0.1148	Lung	0.0676	Testis	0.0675
PXD000426	V14787_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr4	sample_nsaf_matrix.parquet	Bone marrow	0.2037	Monocytes	0.0982	Lung	0.0845	Testis	0.0715	Lymph node	0.0622
PXD000426	V14788_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr3	sample_nsaf_matrix.parquet	Bone marrow	0.1804	Monocytes	0.1342	Lung	0.0721	Testis	0.0683	Lymph node	0.0475
PXD000426	V14789_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr4	sample_nsaf_matrix.parquet	Bone marrow	0.2006	Monocytes	0.0953	Lung	0.0772	Testis	0.0692	Lymph node	0.0622
PXD000426	V14790_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr1_130617185057	sample_nsaf_matrix.parquet	Bone marrow	0.1685	Lung	0.0955	Monocytes	0.0676	Testis	0.0667	Spleen	0.0443
PXD000426	V14791_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr1_130617170822	sample_nsaf_matrix.parquet	Bone marrow	0.1649	Lung	0.0849	Monocytes	0.0818	Testis	0.0651	Spleen	0.0406
PXD000426	V14982_PolyASN_test_445_Jurkat__16-06-2013_LMA2_fr1	sample_nsaf_matrix.parquet	Bone marrow	0.1413	Monocytes	0.0972	Lung	0.0816	Testis	0.0718	Ovary	0.0418
PXD000426	V14983_PolyASN_test_445_Jurkat__16-06-2013_LMA2_fr2	sample_nsaf_matrix.parquet	Bone marrow	0.2253	Monocytes	0.0966	Lung	0.0844	Testis	0.0553	Lymph node	0.0415
PXD000426	V14984_PolyASN_test_361_Jurkat__16-06-2013_LMA2_fr1	sample_nsaf_matrix.parquet	Bone marrow	0.1673	Lung	0.0827	Testis	0.0686	Monocytes	0.0679	Brain	0.0389
PXD000426	V14985_PolyASN_test_361_Jurkat__16-06-2013_LMA2_fr2	sample_nsaf_matrix.parquet	Bone marrow	0.2358	Lung	0.0935	Monocytes	0.0831	Testis	0.0598	Spleen	0.0414
PXD000426	V14986_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr3	sample_nsaf_matrix.parquet	Bone marrow	0.1889	Monocytes	0.1202	Lymph node	0.1175	Lung	0.071	Testis	0.0685
PXD000426	V14987_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr4	sample_nsaf_matrix.parquet	Bone marrow	0.2128	Monocytes	0.1004	Lung	0.086	Testis	0.0669	Lymph node	0.0531
PXD000426	V14988_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr3	sample_nsaf_matrix.parquet	Bone marrow	0.1852	Monocytes	0.0933	Lung	0.0785	Testis	0.0704	Spleen	0.0461
PXD000426	V14989_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr4	sample_nsaf_matrix.parquet	Bone marrow	0.2025	Monocytes	0.097	Lung	0.0845	Testis	0.0684	Kidney	0.0559
PXD000426	V14990_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr5	sample_nsaf_matrix.parquet	Bone marrow	0.1809	Lymph node	0.1127	Monocytes	0.096	Lung	0.0775	Testis	0.0748
PXD000426	V14991_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr6	sample_nsaf_matrix.parquet	Bone marrow	0.194	Monocytes	0.1038	Lung	0.0859	Testis	0.0741	Spleen	0.0362
PXD000426	V14992_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr5	sample_nsaf_matrix.parquet	Bone marrow	0.1719	Lymph node	0.1055	Thyroid	0.0953	Lung	0.0736	Monocytes	0.072
PXD000426	V14993_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr6	sample_nsaf_matrix.parquet	Bone marrow	0.1925	Lung	0.0913	Monocytes	0.0806	Testis	0.073	Lymph node	0.0635
PXD000426	V14994_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr7	sample_nsaf_matrix.parquet	Bone marrow	0.2585	Lung	0.0902	Monocytes	0.0727	Testis	0.0681	Lymph node	0.0392
PXD000426	V14995_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr8	sample_nsaf_matrix.parquet	Bone marrow	0.2535	Lung	0.0799	Testis	0.068	Monocytes	0.0635	Lymph node	0.0571
PXD000426	V14996_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr7	sample_nsaf_matrix.parquet	Bone marrow	0.2447	Monocytes	0.1021	Lung	0.0886	Testis	0.0728	Lymph node	0.0411
PXD000426	V14997_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr8	sample_nsaf_matrix.parquet	Bone marrow	0.2376	Monocytes	0.0755	Testis	0.0703	Lung	0.0688	Lymph node	0.0577
PXD000426	V14998_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr9	sample_nsaf_matrix.parquet	Bone marrow	0.2045	Lymph node	0.1178	Lung	0.0698	Monocytes	0.0664	Testis	0.0601
PXD000426	V14999_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr10	sample_nsaf_matrix.parquet	Bone marrow	0.2027	Monocytes	0.1087	Testis	0.072	Lung	0.0713	Spleen	0.0539
PXD000426	V15000_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr9	sample_nsaf_matrix.parquet	Bone marrow	0.2062	Lymph node	0.1193	Monocytes	0.0771	Lung	0.0686	Testis	0.0607
PXD000426	V15001_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr10	sample_nsaf_matrix.parquet	Bone marrow	0.1895	Monocytes	0.136	Lung	0.0712	Testis	0.069	Spleen	0.0522
PXD000426	V15002_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr11	sample_nsaf_matrix.parquet	Bone marrow	0.1661	Testis	0.1063	Lung	0.0874	Monocytes	0.0593	Lymph node	0.0459
PXD000426	V15003_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr12	sample_nsaf_matrix.parquet	Bone marrow	0.2292	Monocytes	0.1105	Lung	0.0757	Testis	0.0686	Spleen	0.0391
PXD000426	V15004_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr11	sample_nsaf_matrix.parquet	Bone marrow	0.1704	Testis	0.0972	Lung	0.0928	Monocytes	0.0783	Brain	0.047
PXD000426	V15005_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr12	sample_nsaf_matrix.parquet	Bone marrow	0.2378	Monocytes	0.1005	Lung	0.0684	Testis	0.0637	Kidney	0.0446
PXD000426	V15006_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr13	sample_nsaf_matrix.parquet	Bone marrow	0.1564	Monocytes	0.1094	Lung	0.0784	Testis	0.0723	Kidney	0.0552
PXD000426	V15007_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr14	sample_nsaf_matrix.parquet	Bone marrow	0.2536	Lung	0.086	Monocytes	0.0803	Testis	0.0699	Spleen	0.0481
PXD000426	V15008_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr13	sample_nsaf_matrix.parquet	Bone marrow	0.1889	Monocytes	0.1117	Lung	0.0886	Testis	0.0634	Kidney	0.0503
PXD000426	V15009_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr14	sample_nsaf_matrix.parquet	Bone marrow	0.2585	Monocytes	0.0851	Lung	0.0843	Testis	0.0653	Spleen	0.0459
PXD000426	V15010_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr15	sample_nsaf_matrix.parquet	Bone marrow	0.2577	Monocytes	0.0832	Lung	0.0823	Lymph node	0.0511	Testis	0.051
