Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[developmental stage]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	Characteristics[disease]	characteristics[biological replicate]	Characteristics[cell line]	characteristics[individual]	assay name	comment[label]	comment[technich replicate]	comment[fraction identifier]	comment[file uri]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[modification parameters]	comment[modification parameters].1	comment[modification parameters].2	comment[data file]	Material Type	factor value[cell line]	sampleChecksum	sampleAccession
PXD008222-Sample 20	Homo sapiens	not applicable	not available	not available	not available	not available	not available	breast carcinoma	not available	TumorD	not available	run 115	AC=MS:1002038;NT=label free sample	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02265.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02265.raw	cell	TumorD	9ff76a703e0e882001fd5ad7e10444a60e73b7e9f3e1de82347d0e637e575572	SAMEA7713399
PXD008222-Sample 21	Homo sapiens	breast	adult	epithelial	Caucasian	23Y	female	primary ductal carcinoma	1	HCC1937	not available	run 116	AC=MS:1002038;NT=label free sample	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02281.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02281.raw	cell	HCC1937	cb2c169f79cfd7091864ee5dc4bc5a58b85d96769f4a349f367cf834831652fc	SAMEA7713400
PXD008222-Sample 21	Homo sapiens	breast	adult	epithelial	Caucasian	23Y	female	primary ductal carcinoma	1	HCC1937	not available	run 117	AC=MS:1002038;NT=label free sample	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02282.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02282.raw	cell	HCC1937	cb2c169f79cfd7091864ee5dc4bc5a58b85d96769f4a349f367cf834831652fc	SAMEA7713400
PXD008222-Sample 21	Homo sapiens	breast	adult	epithelial	Caucasian	23Y	female	primary ductal carcinoma	1	HCC1937	not available	run 118	AC=MS:1002038;NT=label free sample	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02283.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02283.raw	cell	HCC1937	cb2c169f79cfd7091864ee5dc4bc5a58b85d96769f4a349f367cf834831652fc	SAMEA7713400
PXD008222-Sample 21	Homo sapiens	breast	adult	epithelial	Caucasian	23Y	female	primary ductal carcinoma	1	HCC1937	not available	run 119	AC=MS:1002038;NT=label free sample	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02284.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02284.raw	cell	HCC1937	cb2c169f79cfd7091864ee5dc4bc5a58b85d96769f4a349f367cf834831652fc	SAMEA7713400
PXD008222-Sample 21	Homo sapiens	breast	adult	epithelial	Caucasian	23Y	female	primary ductal carcinoma	1	HCC1937	not available	run 120	AC=MS:1002038;NT=label free sample	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02285.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02285.raw	cell	HCC1937	cb2c169f79cfd7091864ee5dc4bc5a58b85d96769f4a349f367cf834831652fc	SAMEA7713400
PXD008222-Sample 22	Homo sapiens	breast	adult	epithelial	Caucasian	23Y	female	primary ductal carcinoma	1	HCC1937	not available	run 121	AC=MS:1002038;NT=label free sample	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02287.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02287.raw	cell	HCC1937	b65c3bef2743f309b93ae90e0aada27c603b30cd1ff72f2e066736c7739394a2	SAMEA7713401
PXD008222-Sample 22	Homo sapiens	breast	adult	epithelial	Caucasian	23Y	female	primary ductal carcinoma	1	HCC1937	not available	run 122	AC=MS:1002038;NT=label free sample	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02288.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02288.raw	cell	HCC1937	b65c3bef2743f309b93ae90e0aada27c603b30cd1ff72f2e066736c7739394a2	SAMEA7713401
PXD008222-Sample 22	Homo sapiens	breast	adult	epithelial	Caucasian	23Y	female	primary ductal carcinoma	1	HCC1937	not available	run 123	AC=MS:1002038;NT=label free sample	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02289.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02289.raw	cell	HCC1937	b65c3bef2743f309b93ae90e0aada27c603b30cd1ff72f2e066736c7739394a2	SAMEA7713401
PXD008222-Sample 22	Homo sapiens	breast	adult	epithelial	Caucasian	23Y	female	primary ductal carcinoma	1	HCC1937	not available	run 124	AC=MS:1002038;NT=label free sample	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02290.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02290.raw	cell	HCC1937	b65c3bef2743f309b93ae90e0aada27c603b30cd1ff72f2e066736c7739394a2	SAMEA7713401
PXD008222-Sample 22	Homo sapiens	breast	adult	epithelial	Caucasian	23Y	female	primary ductal carcinoma	1	HCC1937	not available	run 125	AC=MS:1002038;NT=label free sample	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02291.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02291.raw	cell	HCC1937	b65c3bef2743f309b93ae90e0aada27c603b30cd1ff72f2e066736c7739394a2	SAMEA7713401
PXD008222-Sample 23	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	1	HCC1599	not available	run 126	AC=MS:1002038;NT=label free sample	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02327.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02327.raw	cell	HCC1599	3fb7eae68f838db5fc28d544a1e0e5429cc874a6e3d25154e2d72a1905fde9b9	SAMEA7713402
PXD008222-Sample 23	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	1	HCC1599	not available	run 127	AC=MS:1002038;NT=label free sample	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02328.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02328.raw	cell	HCC1599	3fb7eae68f838db5fc28d544a1e0e5429cc874a6e3d25154e2d72a1905fde9b9	SAMEA7713402
PXD008222-Sample 23	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	1	HCC1599	not available	run 128	AC=MS:1002038;NT=label free sample	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02329.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02329.raw	cell	HCC1599	3fb7eae68f838db5fc28d544a1e0e5429cc874a6e3d25154e2d72a1905fde9b9	SAMEA7713402
PXD008222-Sample 23	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	1	HCC1599	not available	run 129	AC=MS:1002038;NT=label free sample	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02330.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02330.raw	cell	HCC1599	3fb7eae68f838db5fc28d544a1e0e5429cc874a6e3d25154e2d72a1905fde9b9	SAMEA7713402
PXD008222-Sample 23	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	1	HCC1599	not available	run 130	AC=MS:1002038;NT=label free sample	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02331.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02331.raw	cell	HCC1599	3fb7eae68f838db5fc28d544a1e0e5429cc874a6e3d25154e2d72a1905fde9b9	SAMEA7713402
PXD008222-Sample 24	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	1	HCC1599	not available	run 131	AC=MS:1002038;NT=label free sample	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02333.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02333.raw	cell	HCC1599	bf9f794f8c2e7dc818bf376f62cd3b11141278c66599cda1846b3f5a29239d21	SAMEA7713403
PXD008222-Sample 24	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	1	HCC1599	not available	run 132	AC=MS:1002038;NT=label free sample	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02334.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02334.raw	cell	HCC1599	bf9f794f8c2e7dc818bf376f62cd3b11141278c66599cda1846b3f5a29239d21	SAMEA7713403
PXD008222-Sample 24	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	1	HCC1599	not available	run 133	AC=MS:1002038;NT=label free sample	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02335.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02335.raw	cell	HCC1599	bf9f794f8c2e7dc818bf376f62cd3b11141278c66599cda1846b3f5a29239d21	SAMEA7713403
PXD008222-Sample 24	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	1	HCC1599	not available	run 134	AC=MS:1002038;NT=label free sample	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02336.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02336.raw	cell	HCC1599	bf9f794f8c2e7dc818bf376f62cd3b11141278c66599cda1846b3f5a29239d21	SAMEA7713403
PXD008222-Sample 24	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	1	HCC1599	not available	run 135	AC=MS:1002038;NT=label free sample	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02337.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02337.raw	cell	HCC1599	bf9f794f8c2e7dc818bf376f62cd3b11141278c66599cda1846b3f5a29239d21	SAMEA7713403
PXD008222-Sample 25	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	1	SW527	not available	run 136	AC=MS:1002038;NT=label free sample	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02339.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02339.raw	cell	SW527	aac7c8360e7e6a32aa48871eee579848026bc57f1a092ad837a64b3c6f02797b	SAMEA7713404
PXD008222-Sample 25	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	1	SW527	not available	run 137	AC=MS:1002038;NT=label free sample	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02346.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02346.raw	cell	SW527	aac7c8360e7e6a32aa48871eee579848026bc57f1a092ad837a64b3c6f02797b	SAMEA7713404
PXD008222-Sample 25	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	1	SW527	not available	run 138	AC=MS:1002038;NT=label free sample	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02347.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02347.raw	cell	SW527	aac7c8360e7e6a32aa48871eee579848026bc57f1a092ad837a64b3c6f02797b	SAMEA7713404
PXD008222-Sample 25	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	1	SW527	not available	run 139	AC=MS:1002038;NT=label free sample	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02348.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02348.raw	cell	SW527	aac7c8360e7e6a32aa48871eee579848026bc57f1a092ad837a64b3c6f02797b	SAMEA7713404
PXD008222-Sample 26	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	1	SW527	not available	run 140	AC=MS:1002038;NT=label free sample	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02350.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02350.raw	cell	SW527	34be30d306ab6b90097616e948a11e320daf0188039abfc65b8aed677efdeea3	SAMEA7713405
PXD008222-Sample 26	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	1	SW527	not available	run 141	AC=MS:1002038;NT=label free sample	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02351.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02351.raw	cell	SW527	34be30d306ab6b90097616e948a11e320daf0188039abfc65b8aed677efdeea3	SAMEA7713405
PXD008222-Sample 26	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	1	SW527	not available	run 142	AC=MS:1002038;NT=label free sample	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02352.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02352.raw	cell	SW527	34be30d306ab6b90097616e948a11e320daf0188039abfc65b8aed677efdeea3	SAMEA7713405
PXD008222-Sample 26	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	1	SW527	not available	run 143	AC=MS:1002038;NT=label free sample	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02353.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02353.raw	cell	SW527	34be30d306ab6b90097616e948a11e320daf0188039abfc65b8aed677efdeea3	SAMEA7713405
PXD008222-Sample 26	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	1	SW527	not available	run 144	AC=MS:1002038;NT=label free sample	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02354.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02354.raw	cell	SW527	34be30d306ab6b90097616e948a11e320daf0188039abfc65b8aed677efdeea3	SAMEA7713405
PXD008222-Sample 25	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	1	SW527	not available	run 145	AC=MS:1002038;NT=label free sample	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02356.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02356.raw	cell	SW527	aac7c8360e7e6a32aa48871eee579848026bc57f1a092ad837a64b3c6f02797b	SAMEA7713404
PXD008222-Sample 27	Homo sapiens	breast	adult	epithelial	Caucasian	74Y	female	breast carcinoma	1	HS578T	not available	run 146	AC=MS:1002038;NT=label free sample	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02358.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02358.raw	cell	HS578T	fcb88d5b4b7c762d23c206fb8f807de368426dfa3222c697cf8f421fc78ef139	SAMEA7713406
PXD008222-Sample 27	Homo sapiens	breast	adult	epithelial	Caucasian	74Y	female	breast carcinoma	1	HS578T	not available	run 147	AC=MS:1002038;NT=label free sample	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02359.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02359.raw	cell	HS578T	fcb88d5b4b7c762d23c206fb8f807de368426dfa3222c697cf8f421fc78ef139	SAMEA7713406
PXD008222-Sample 27	Homo sapiens	breast	adult	epithelial	Caucasian	74Y	female	breast carcinoma	1	HS578T	not available	run 148	AC=MS:1002038;NT=label free sample	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02360.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02360.raw	cell	HS578T	fcb88d5b4b7c762d23c206fb8f807de368426dfa3222c697cf8f421fc78ef139	SAMEA7713406
PXD008222-Sample 27	Homo sapiens	breast	adult	epithelial	Caucasian	74Y	female	breast carcinoma	1	HS578T	not available	run 149	AC=MS:1002038;NT=label free sample	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02361.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02361.raw	cell	HS578T	fcb88d5b4b7c762d23c206fb8f807de368426dfa3222c697cf8f421fc78ef139	SAMEA7713406
PXD008222-Sample 27	Homo sapiens	breast	adult	epithelial	Caucasian	74Y	female	breast carcinoma	1	HS578T	not available	run 150	AC=MS:1002038;NT=label free sample	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02362.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02362.raw	cell	HS578T	fcb88d5b4b7c762d23c206fb8f807de368426dfa3222c697cf8f421fc78ef139	SAMEA7713406
PXD008222-Sample 28	Homo sapiens	breast	adult	epithelial	Caucasian	74Y	female	breast carcinoma	1	HS578T	not available	run 151	AC=MS:1002038;NT=label free sample	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02364.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q02364.raw	cell	HS578T	3c9f9d92439fb6acdb86904861c25d110853c35e008265b9ee26985eb2521927	SAMEA7713407
