Source Name	characteristics[sample type]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[synthetic molecule]	characteristics[biological replicate]	Assay Name	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[cleavage agent details]	comment[instrument]	comment[label]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]
proteasome_digest_KMT2A_MLLT1_E9_2_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	20240102_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SB09_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT1_E9_2_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	2	1	20240102_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SB09_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT1_E9_2_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	3	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S13_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT1_E9_2_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	1	1	20231227_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SA14_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E8_10_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	1	1	20231227_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SA14_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E8_10_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	2	1	20231227_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SA14_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E8_10_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	3	1	20240102_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SB14_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E8_10_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	20240102_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SB14_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E8_10_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	2	1	20240102_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SB14_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E8_10_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	3	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S18_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E8_10_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	1	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S18_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E8_10_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	2	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S18_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E8_10_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	3	1	20231227_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SA13_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E8_10_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	1	1	20231227_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SA13_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E8_10_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	2	1	20231227_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SA13_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E8_10_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	3	1	20240102_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SB13_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E8_10_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	20240102_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SB13_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E8_10_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	2	1	20240102_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SB13_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E8_10_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	3	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S17_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E8_10_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	1	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S17_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E8_10_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	2	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S17_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E8_10_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	3	1	20231227_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SA16_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E9_9_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	1	1	20231227_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SA16_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E9_9_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	2	1	20231227_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SA16_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E9_9_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	3	1	20240102_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SB16_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E9_9_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	20240102_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SB16_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E9_9_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	2	1	20240102_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SB16_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E9_9_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	3	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S20_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E9_9_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	1	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S20_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E9_9_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	2	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S20_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E9_9_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	3	1	20231227_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SA15_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E9_9_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	1	1	20231227_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SA15_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E9_9_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	2	1	20231227_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SA15_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E9_9_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	3	1	20240102_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SB15_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E9_9_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	20240102_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SB15_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E9_9_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	2	1	20240102_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SB15_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E9_9_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	3	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S19_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E9_9_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	1	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S19_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E9_9_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	2	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S19_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT10_E9_9_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	3	1	20231227_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SA18_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT3_E8_9_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	1	1	20231227_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SA18_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT3_E8_9_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	2	1	20231227_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SA18_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT3_E8_9_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	3	1	20240102_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SB18_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT3_E8_9_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	20240102_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SB18_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT3_E8_9_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	2	1	20240102_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SB18_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT3_E8_9_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	3	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S22_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT3_E8_9_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	1	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S22_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT3_E8_9_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	2	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S22_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT3_E8_9_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	3	1	20231227_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SA17_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT3_E8_9_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	1	1	20231227_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SA17_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT3_E8_9_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	2	1	20231227_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SA17_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT3_E8_9_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	3	1	20240102_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SB17_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT3_E8_9_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	20240102_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SB17_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT3_E8_9_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	2	1	20240102_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SB17_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT3_E8_9_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	3	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S21_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT3_E8_9_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	1	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S21_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT3_E8_9_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	2	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S21_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_KMT2A_MLLT3_E8_9_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	3	1	21_06_2022_A8028_6_N1_NUP153_ABL1_AND_PROTEASOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP153-ABL1_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	1	1	21_06_2022_A8028_6_N1_NUP153_ABL1_AND_PROTEASOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP153-ABL1_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	2	1	21_06_2022_A8028_6_N1_NUP153_ABL1_AND_PROTEASOME_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP153-ABL1_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	3	1	21_06_2022_A8028_6_N2_NUP153_ABL1_AND_PROTEASOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP153-ABL1_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	21_06_2022_A8028_6_N2_NUP153_ABL1_AND_PROTEASOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP153-ABL1_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	2	1	21_06_2022_A8028_6_N2_NUP153_ABL1_AND_PROTEASOME_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP153-ABL1_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	3	1	21_06_2022_A8028_6_N3_NUP153_ABL1_AND_PROTEASOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP153-ABL1_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	1	1	21_06_2022_A8028_6_N3_NUP153_ABL1_AND_PROTEASOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP153-ABL1_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	2	1	21_06_2022_A8028_6_N3_NUP153_ABL1_AND_PROTEASOME_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP153-ABL1_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	3	1	21_06_2022_A8028_6_N4_NUP153_ABL1_AND_PROTEASOME_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP153-ABL1_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	1	1	21_06_2022_A8028_6_N4_NUP153_ABL1_AND_PROTEASOME_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP153-ABL1_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	2	1	21_06_2022_A8028_6_N4_NUP153_ABL1_AND_PROTEASOME_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP153-ABL1_UNK_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	3	1	21_06_2022_A8028_6_N1_NUP153_ABL1_ONLY_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP153-ABL1_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	1	1	21_06_2022_A8028_6_N1_NUP153_ABL1_ONLY_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP153-ABL1_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	2	1	21_06_2022_A8028_6_N2_NUP153_ABL1_ONLY_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP153-ABL1_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	21_06_2022_A8028_6_N3_NUP153_ABL1_ONLY_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP153-ABL1_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	1	1	21_06_2022_A8028_6_N3_NUP153_ABL1_ONLY_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP153-ABL1_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	2	1	21_06_2022_A8028_6_N4_NUP153_ABL1_ONLY_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP153-ABL1_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	1	1	21_06_2022_A8028_6_N4_NUP153_ABL1_ONLY_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP153-ABL1_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	2	1	21_06_2022_A8028_6_N4_NUP153_ABL1_ONLY_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP153-ABL1_UNK_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	4	proteasome digest	3	1	20231227_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SA20_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E11_7_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	1	1	20231227_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SA20_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E11_7_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	2	1	20231227_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SA20_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E11_7_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	3	1	20240102_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SB20_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E11_7_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	1	1	20240102_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SB20_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E11_7_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	2	1	20240102_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SB20_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E11_7_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	2	proteasome digest	3	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S26_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E11_7_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	1	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S26_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E11_7_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	2	1	20231220_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_S26_50ng_R3	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E11_7_digested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	3	proteasome digest	3	1	20231227_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SA19_50ng_R1	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
proteasome_digest_NUP98_NSD1_E11_7_undigested	synthetic	Homo sapiens	polypeptide	-	-	-	synthetic poplypeptide digested by proteasome	1	proteasome digest	1	1	20231227_PPepDi_Proteasome_DG003_N3_14Dec2023_ISA_SA19_50ng_R2	No cleavage	Orbitrap Eclipse	label free sample	-	-	-
